gen	onset.shape1	onset.shape2	duration.shape1	duration.shape2	lk	prior	post	mean.onset	variance.onset	mean.duration	variance.duration
6120	84.98817417361	164.555674759438	1.41366606915289	19.2400830200752	-2038.72822425533	-30.4016093380016	-2069.12983359333	124.309550028983	119.420698850068	16.4742933993824	170.584905783382
6130	95.0861257705405	184.107515411135	1.77906416919072	24.7371637450279	-2038.19056730838	-30.4016093380016	-2068.59217664638	124.309550028983	106.783727874718	16.148743207182	131.779194922202
6140	95.0861257705405	184.107515411135	1.77906416919072	24.7371637450279	-2038.19056730838	-30.4016093380016	-2068.59217664638	124.309550028983	106.783727874718	16.148743207182	131.779194922202
6150	84.4938000420373	163.598458422041	1.23662669190649	19.5300111051378	-2038.84376502601	-30.4016093380016	-2069.24537436402	124.309550028983	120.116625529273	14.3328081237833	149.051069724192
6160	84.4938000420373	163.598458422041	1.23662669190649	19.5300111051378	-2038.84376502601	-30.4016093380016	-2069.24537436402	124.309550028983	120.116625529273	14.3328081237833	149.051069724192
6170	85.8810299279451	166.284438585066	1.60101974425276	20.966016318208	-2038.3389625201	-30.4016093380016	-2068.7405718581	124.309550028983	118.184054515448	17.0757985935819	162.022866998423
6180	89.5483432949702	173.385158556204	1.51759219440284	20.4430004622183	-2037.93492646969	-30.4016093380016	-2068.33653580769	124.309550028983	113.362348176026	16.632973155813	162.310357269972
6190	81.7672481428538	158.319258205076	1.45304668485603	19.8374717568467	-2038.87250539241	-30.4016093380016	-2069.27411473041	124.309550028983	124.105334576422	16.4267705065298	165.268834152414
6200	81.7672481428538	158.319258205076	1.45304668485603	19.8374717568467	-2038.87250539241	-30.4016093380016	-2069.27411473041	124.309550028983	124.105334576422	16.4267705065298	165.268834152414
6210	109.820168340568	212.635841153165	1.34419151212989	18.351345098256	-2038.87950988563	-30.4016093380016	-2069.28111922363	124.309550028983	92.5013623305404	16.4267705065298	178.005918129436
6220	110.700811028548	214.110776463374	1.34419151212989	18.351345098256	-2039.1302985746	-30.4016093380016	-2069.5319079126	124.397643376639	91.8640321702917	16.4207582646429	177.875640691645
6230	110.700811028548	214.110776463374	1.34419151212989	18.351345098256	-2039.1302985746	-30.4016093380016	-2069.5319079126	124.397643376639	91.8640321702917	16.4207582646429	177.875640691645
6240	110.700811028548	214.110776463374	1.40821552107757	19.2254219482958	-2038.76276962159	-30.4016093380016	-2069.16437895959	124.397643376639	91.8640321702917	16.4207582646429	170.162407465748
6250	112.245825272032	217.099049053662	1.40821552107757	19.2254219482958	-2038.91553667437	-30.4016093380016	-2069.31714601237	124.397643376639	90.6033920335715	16.4207582646429	170.162407465748
6260	101.20828310778	196.191980811774	1.63737811378649	22.3540251156741	-2037.67131640627	-30.4016093380016	-2068.07292574427	124.213149132686	100.230786069394	16.4333497264377	147.525911720418
6270	97.722485464341	189.434771585658	1.63737811378649	22.3540251156741	-2037.55331319068	-30.4016093380016	-2067.95492252868	124.213149132686	103.793648378538	16.4333497264377	147.525911720418
6280	101.347555639069	196.461960233885	1.62314668546894	22.265589515783	-2037.67590045989	-30.4016093380016	-2068.07750979789	124.213149132686	100.093509166181	16.3605297323892	147.525911720418
6290	115.253266898477	223.418143589693	1.33107761541842	18.7470377766903	-2038.75558304589	-30.4016093380016	-2069.15719238389	124.213149132686	88.0524297673063	15.9629517520625	170.264418214113
6300	106.020898063776	207.659354577902	1.34915271777579	18.8630896761134	-2038.18021619144	-30.4016093380016	-2068.58182552944	123.366477383845	94.7294158205354	16.1288647439674	171.463914960869
6310	101.301960381051	196.704540902596	1.35843707236426	18.9928982670015	-2037.78619999015	-30.4016093380016	-2068.18780932815	124.075197620908	99.9737207673848	16.0815581752383	169.349113509872
6320	113.282535531307	219.967995290007	1.47099147927432	20.5665702783408	-2038.32646524729	-30.4016093380016	-2068.72807458529	124.075197620908	89.4322961687211	16.0815581752383	156.953663326735
6330	112.321353151152	219.998313489642	1.69450581511311	22.3144912361943	-2038.19836880641	-30.4016093380016	-2068.59997814442	123.367040881407	89.4322961687211	17.0539591251751	153.143329914552
6340	107.418774372388	209.629510221778	1.69450581511311	22.3144912361943	-2037.80233744304	-30.4016093380016	-2068.20394678104	123.665241387788	93.8370763958844	17.0329127444765	152.765573175612
6350	115.042582174799	224.507496914347	2.09353035537364	24.690056878795	-2038.79597673749	-30.4016093380016	-2069.19758607549	123.665241387788	87.6368058961169	18.8638526476724	151.048111719287
6360	115.042582174799	224.507496914347	2.09353035537364	24.690056878795	-2038.79597673749	-30.4016093380016	-2069.19758607549	123.665241387788	87.6368058961169	18.8638526476724	151.048111719287
6370	122.076402915204	243.050023530407	2.09353035537364	24.690056878795	-2039.36007873982	-30.4016093380016	-2069.76168807782	122.03413348578	80.9833075272133	18.991347664523	153.096787668863
6380	114.312691640299	227.239036887622	2.28665144528017	25.6732841155809	-2038.19802407377	-30.4016093380016	-2068.59963341178	122.160507366012	86.6012142345822	19.8601772737959	152.915006393453
6390	112.185866612148	223.011180259538	1.83594235462708	20.6129665224927	-2038.1054216622	-30.4016093380016	-2068.5070310002	122.160507366012	88.2381207827654	19.8601772737959	188.853509331689
6400	112.843743137758	224.318954802552	1.90835522423951	19.7997357086299	-2039.53722439649	-30.4016093380016	-2069.93883373449	122.160507366012	87.7252157300602	21.3479856820596	208.225232719291
